,Name of File,Actual,Predicted,Correct?,Avg. Distance,3 Nearest Neighbors
21,S23_U02CH3RecordedFromReplay117,0,0,True,4.006626607587867,"New9MinuteSession2375, New9MinuteSession2322, ZoomLecture2114450920206, "
22,S23_U02CH3RecordedFromReplay118,0,0,True,3.894766622024398,"ZoomLecture21144509202071, ZoomLecture2114450920206, New9MinuteSession2315, "
23,S23_U02CH3RecordedFromReplay119,0,0,True,3.9374543042297385,"New9MinuteSession2339, New9MinuteSession2329, New9MinuteSession2371, "
24,S23_U02CH3RecordedFromReplay12,0,1,False,3.8236120701081187,"friends16bit-70, friends16bit-59, BelowDeckMEDRecordedFromBroadcast103, "
25,S23_U02CH3RecordedFromReplay120,0,0,True,3.900793957114002,"ZoomLecture21144509202065, ZoomLecture211445092020101, ZoomLecture21144509202079, "
26,S23_U02CH3RecordedFromReplay121,0,0,True,3.7679794668927387,"New9MinuteSession2380, New9MinuteSession2385, New9MinuteSession2391, "
27,S23_U02CH3RecordedFromReplay122,0,0,True,3.766842816561707,"ZoomLecture21144509202079, ZoomLecture21144509202092, ZoomLecture21144509202049, "
28,S23_U02CH3RecordedFromReplay123,0,0,True,4.176470497780927,"ZoomLecture21144509202071, ZoomLecture2114450920206, New9MinuteSession2381, "
29,S23_U02CH3RecordedFromReplay124,0,0,True,3.665232331326021,"ZoomLecture21144509202022, ZoomLecture21144509202038, ZoomLecture211445092020113, "
30,S23_U02CH3RecordedFromReplay125,0,0,True,3.7895846378745874,"ZoomLecture21144509202034, ZoomLecture2114450920206, ZoomLecture21144509202035, "
31,S23_U02CH3RecordedFromReplay126,0,0,True,3.894139028052717,"New9MinuteSession23101, New9MinuteSession23100, New9MinuteSession2310, "
32,S23_U02CH3RecordedFromReplay127,0,1,False,3.9390739224310933,"friends16bit-97, ZoomLecture21144509202034, JOERA-5, "
33,S23_U02CH3RecordedFromReplay128,0,0,True,4.012094864140434,"ZoomLecture21144509202070, ZoomLecture21144509202099, ZoomLecture211445092020101, "
34,S23_U02CH3RecordedFromReplay129,0,0,True,3.729304226028065,"New9MinuteSession2315, New9MinuteSession23105, New9MinuteSession23101, "
35,S23_U02CH3RecordedFromReplay13,0,0,True,4.112807584933507,"New9MinuteSession2399, New9MinuteSession2360, ZoomLecture21144509202049, "
36,S23_U02CH3RecordedFromReplay130,0,0,True,4.0028521775368935,"New9MinuteSession2385, New9MinuteSession2356, New9MinuteSession2388, "
37,S23_U02CH3RecordedFromReplay131,0,1,False,4.21943535087377,"New9MinuteSession2389, JOERA-11, friends16bit-115, "
38,S23_U02CH3RecordedFromReplay132,0,1,False,3.936992366493269,"New9MinuteSession2360, friends16bit-108, friends16bit-97, "
39,S23_U02CH3RecordedFromReplay133,0,0,True,3.891798144195176,"New9MinuteSession23105, New9MinuteSession2315, New9MinuteSession23101, "
40,S23_U02CH3RecordedFromReplay134,0,0,True,3.671969735321768,"New9MinuteSession23100, New9MinuteSession2360, New9MinuteSession23102, "
41,S23_U02CH3RecordedFromReplay135,0,0,True,4.04261096870379,"New9MinuteSession2310, New9MinuteSession23102, JOERA-84, "
42,S23_U02CH3RecordedFromReplay136,0,1,False,3.9590973532758227,"New9MinuteSession2312, friends16bit-9, JOERA-117, "
43,S23_U02CH3RecordedFromReplay137,0,0,True,3.549546750046739,"New9MinuteSession23101, New9MinuteSession2310, New9MinuteSession23102, "
44,S23_U02CH3RecordedFromReplay138,0,0,True,4.324407440732483,"ZoomLecture21144509202049, New9MinuteSession2360, New9MinuteSession2399, "
45,S23_U02CH3RecordedFromReplay139,0,0,True,4.0822148922808985,"ZoomLecture21144509202024, ZoomLecture21144509202076, ZoomLecture211445092020113, "
46,S23_U02CH3RecordedFromReplay14,0,1,False,3.9305562788104784,"friends16bit-70, friends16bit-30, friends16bit-97, "
47,S23_U02CH3RecordedFromReplay140,0,0,True,3.769565851297139,"New9MinuteSession23105, New9MinuteSession2315, New9MinuteSession2348, "
48,S23_U02CH3RecordedFromReplay141,0,0,True,4.1363170594000955,"New9MinuteSession2310, New9MinuteSession23101, New9MinuteSession23100, "
49,S23_U02CH3RecordedFromReplay142,0,1,False,4.280970029086539,"JOERA-22, ZoomLecture21144509202071, JOERA-51, "
50,S23_U02CH3RecordedFromReplay143,0,0,True,4.056957751576075,"ZoomLecture211445092020111, New9MinuteSession23101, ZoomLecture21144509202013, "
51,S23_U02CH3RecordedFromReplay144,0,0,True,4.1159129500323965,"ZoomLecture21144509202022, friends16bit-108, ZoomLecture21144509202038, "
52,S23_U02CH3RecordedFromReplay145,0,0,True,3.819881388822884,"New9MinuteSession2380, New9MinuteSession23103, ZoomLecture2114450920206, "
53,S23_U02CH3RecordedFromReplay146,0,0,True,4.052499860487942,"New9MinuteSession2381, New9MinuteSession23100, New9MinuteSession2321, "
54,S23_U02CH3RecordedFromReplay147,0,0,True,3.893288183851572,"New9MinuteSession23105, New9MinuteSession23101, ZoomLecture21144509202082, "
55,S23_U02CH3RecordedFromReplay148,0,0,True,3.9746892721852007,"ZoomLecture21144509202068, New9MinuteSession23101, New9MinuteSession23102, "
56,S23_U02CH3RecordedFromReplay149,0,0,True,3.857310380366515,"ZoomLecture21144509202055, ZoomLecture2114450920206, ZoomLecture21144509202090, "
57,S23_U02CH3RecordedFromReplay15,0,0,True,4.073791465822691,"New9MinuteSession2388, New9MinuteSession2389, friends16bit-178, "
58,S23_U02CH3RecordedFromReplay150,0,0,True,3.830026424589605,"New9MinuteSession2327, New9MinuteSession23101, New9MinuteSession2338, "
59,S23_U02CH3RecordedFromReplay151,0,0,True,3.7543866457445776,"New9MinuteSession2369, New9MinuteSession234, New9MinuteSession2312, "
60,S23_U02CH3RecordedFromReplay152,0,0,True,3.8407796660896065,"New9MinuteSession2399, New9MinuteSession235, ZoomLecture21144509202065, "
61,S23_U02CH3RecordedFromReplay153,0,0,True,3.941486643354589,"New9MinuteSession2357, friends16bit-57, New9MinuteSession2325, "
62,S23_U02CH3RecordedFromReplay154,0,0,True,4.1262334006151224,"friends16bit-52, ZoomLecture21144509202024, ZoomLecture21144509202051, "
63,S23_U02CH3RecordedFromReplay155,0,0,True,4.190333159218319,"New9MinuteSession23101, ZoomLecture21144509202071, ZoomLecture21144509202039, "
64,S23_U02CH3RecordedFromReplay156,0,0,True,3.6743249437081706,"ZoomLecture21144509202038, ZoomLecture211445092020113, ZoomLecture21144509202071, "
65,S23_U02CH3RecordedFromReplay157,0,0,True,3.9806708861854685,"New9MinuteSession23101, New9MinuteSession2327, New9MinuteSession23105, "
66,S23_U02CH3RecordedFromReplay158,0,0,True,3.935017168792365,"ZoomLecture21144509202049, ZoomLecture21144509202079, ZoomLecture21144509202092, "
67,S23_U02CH3RecordedFromReplay159,0,0,True,3.871971324783983,"New9MinuteSession2315, New9MinuteSession2329, New9MinuteSession2310, "
68,S23_U02CH3RecordedFromReplay16,0,0,True,4.048998351682975,"New9MinuteSession2388, New9MinuteSession2357, ZoomLecture21144509202099, "
69,S23_U02CH3RecordedFromReplay160,0,0,True,3.7421710348894415,"New9MinuteSession2310, New9MinuteSession23102, ZoomLecture21144509202065, "
70,S23_U02CH3RecordedFromReplay161,0,0,True,4.030176484370781,"New9MinuteSession23105, New9MinuteSession2356, New9MinuteSession2310, "
71,S23_U02CH3RecordedFromReplay162,0,0,True,3.8958846316204485,"ZoomLecture21144509202048, ZoomLecture21144509202050, ZoomLecture21144509202070, "
72,S23_U02CH3RecordedFromReplay163,0,0,True,3.970700644994382,"New9MinuteSession2310, ZoomLecture21144509202038, New9MinuteSession2329, "
73,S23_U02CH3RecordedFromReplay164,0,0,True,4.2105958127718,"New9MinuteSession2360, ZoomLecture21144509202038, ZoomLecture21144509202095, "
74,S23_U02CH3RecordedFromReplay165,0,0,True,4.000474674401244,"New9MinuteSession2385, New9MinuteSession2391, New9MinuteSession2362, "
75,S23_U02CH3RecordedFromReplay166,0,0,True,3.927033743872053,"ZoomLecture21144509202095, ZoomLecture211445092020113, ZoomLecture21144509202065, "
76,S23_U02CH3RecordedFromReplay167,0,0,True,4.079230438569131,"New9MinuteSession23102, New9MinuteSession235, friends16bit-97, "
77,S23_U02CH3RecordedFromReplay168,0,0,True,4.00720967301108,"New9MinuteSession23105, New9MinuteSession2385, New9MinuteSession2357, "
78,S23_U02CH3RecordedFromReplay169,0,0,True,3.889240746725739,"New9MinuteSession23100, ZoomLecture21144509202011, ZoomLecture21144509202054, "
79,S23_U02CH3RecordedFromReplay17,0,0,True,3.8629070005278363,"New9MinuteSession2367, New9MinuteSession2380, New9MinuteSession2356, "
80,S23_U02CH3RecordedFromReplay170,0,0,True,3.8199472661661957,"ZoomLecture21144509202070, New9MinuteSession2391, New9MinuteSession2385, "
81,S23_U02CH3RecordedFromReplay171,0,0,True,3.8155437816823334,"ZoomLecture21144509202032, ZoomLecture2114450920206, ZoomLecture21144509202041, "
82,S23_U02CH3RecordedFromReplay172,0,0,True,3.8400363539625966,"New9MinuteSession2369, New9MinuteSession2357, New9MinuteSession234, "
83,S23_U02CH3RecordedFromReplay173,0,0,True,4.275069703162831,"New9MinuteSession23101, ZoomLecture21144509202071, New9MinuteSession2327, "
84,S23_U02CH3RecordedFromReplay174,0,0,True,4.0997570984662906,"New9MinuteSession2398, New9MinuteSession2329, ZoomLecture2114450920206, "
85,S23_U02CH3RecordedFromReplay175,0,0,True,3.9631880301087694,"New9MinuteSession23105, New9MinuteSession2329, New9MinuteSession2310, "
86,S23_U02CH3RecordedFromReplay176,0,1,False,4.548614239316319,"friends16bit-60, friends16bit-53, friends16bit-52, "
87,S23_U02CH3RecordedFromReplay177,0,1,False,4.956059261453509,"friends16bit-52, friends16bit-10, ChicagoMedDramaRecordedFromBroadcast95, "
88,S23_U02CH3RecordedFromReplay178,0,1,False,4.389961122031858,"friends16bit-10, friends16bit-103, JOERA-102, "
89,S23_U02CH3RecordedFromReplay179,0,0,True,4.437435682169763,"ZoomLecture21144509202011, ZoomLecture21144509202013, friends16bit-70, "
90,S23_U02CH3RecordedFromReplay18,0,0,True,3.7286857243846527,"New9MinuteSession2322, New9MinuteSession2369, New9MinuteSession2328, "
91,S23_U02CH3RecordedFromReplay180,0,0,True,4.1310626622529,"ZoomLecture21144509202071, New9MinuteSession23101, New9MinuteSession2315, "
92,S23_U02CH3RecordedFromReplay181,0,0,True,4.061101372730563,"New9MinuteSession23101, New9MinuteSession23102, New9MinuteSession2339, "
93,S23_U02CH3RecordedFromReplay182,0,0,True,3.9200739344575006,"ZoomLecture2114450920206, ZoomLecture21144509202034, ZoomLecture21144509202079, "
94,S23_U02CH3RecordedFromReplay183,0,0,True,3.9084225633658285,"ZoomLecture21144509202038, ZoomLecture211445092020113, New9MinuteSession2310, "
95,S23_U02CH3RecordedFromReplay184,0,0,True,3.693726586187253,"New9MinuteSession23101, New9MinuteSession2348, New9MinuteSession2329, "
96,S23_U02CH3RecordedFromReplay185,0,0,True,4.394948588747064,"ZoomLecture21144509202076, JOERA-21, ZoomLecture21144509202013, "
97,S23_U02CH3RecordedFromReplay186,0,0,True,4.094197655002565,"New9MinuteSession23105, ZoomLecture2114450920206, ZoomLecture21144509202070, "
98,S23_U02CH3RecordedFromReplay187,0,1,False,4.096030527651544,"New9MinuteSession23101, JOERA-96, friends16bit-97, "
99,S23_U02CH3RecordedFromReplay188,0,0,True,3.9355670765556883,"New9MinuteSession2385, ZoomLecture21144509202082, friends16bit-97, "
100,S23_U02CH3RecordedFromReplay189,0,1,False,3.885704697194633,"friends16bit-57, JOERA-27, friends16bit-178, "
101,S23_U02CH3RecordedFromReplay19,0,0,True,3.593751370422917,"New9MinuteSession2322, New9MinuteSession2369, New9MinuteSession2355, "
102,S23_U02CH3RecordedFromReplay190,0,0,True,4.610744707163641,"friends16bit-108, ZoomLecture21144509202050, New9MinuteSession2331, "
103,S23_U02CH3RecordedFromReplay191,0,1,False,4.30866584543903,"friends16bit-108, friends16bit-106, friends16bit-9, "
104,S23_U02CH3RecordedFromReplay192,0,0,True,4.13915040195331,"friends16bit-108, New9MinuteSession23101, New9MinuteSession2345, "
105,S23_U02CH3RecordedFromReplay193,0,1,False,4.352002080745251,"JOERA-84, friends16bit-159, New9MinuteSession2331, "
106,S23_U02CH3RecordedFromReplay2,0,1,False,4.2378755665146555,"ChicagoMedDramaRecordedFromBroadcast95, ChicagoMedDramaRecordedFromBroadcast28, ChicagoMedDramaRecordedFromBroadcast24, "
107,S23_U02CH3RecordedFromReplay20,0,0,True,4.147981215328459,"New9MinuteSession2338, New9MinuteSession2321, ZoomLecture21144509202016, "
108,S23_U02CH3RecordedFromReplay21,0,1,False,4.259374782269259,"friends16bit-5, friends16bit-177, friends16bit-70, "
109,S23_U02CH3RecordedFromReplay22,0,1,False,4.731164291557627,"friends16bit-159, friends16bit-119, BelowDeckMEDRecordedFromBroadcast47, "
110,S23_U02CH3RecordedFromReplay23,0,1,False,4.269169868661009,"BelowDeckMEDRecordedFromBroadcast94, friends16bit-174, BelowDeckMEDRecordedFromBroadcast49, "
111,S23_U02CH3RecordedFromReplay24,0,0,True,4.193249204293545,"New9MinuteSession2321, New9MinuteSession2327, New9MinuteSession2338, "
112,S23_U02CH3RecordedFromReplay25,0,1,False,4.037091631467919,"friends16bit-27, friends16bit-70, friends16bit-97, "
113,S23_U02CH3RecordedFromReplay26,0,0,True,3.9310612342049778,"ZoomLecture21144509202065, New9MinuteSession235, New9MinuteSession23105, "
114,S23_U02CH3RecordedFromReplay27,0,0,True,4.095767051968805,"New9MinuteSession2331, New9MinuteSession23101, New9MinuteSession2335, "
115,S23_U02CH3RecordedFromReplay28,0,0,True,3.8557703432136354,"New9MinuteSession23105, New9MinuteSession2362, New9MinuteSession2377, "
116,S23_U02CH3RecordedFromReplay29,0,0,True,3.903687353257556,"New9MinuteSession235, New9MinuteSession2312, New9MinuteSession23102, "
117,S23_U02CH3RecordedFromReplay3,0,0,True,4.194413415425706,"ZoomLecture2114450920206, ZoomLecture21144509202092, ZoomLecture21144509202065, "
118,S23_U02CH3RecordedFromReplay30,0,0,True,3.9924366294899025,"New9MinuteSession23101, New9MinuteSession23105, New9MinuteSession2310, "
119,S23_U02CH3RecordedFromReplay31,0,0,True,3.8518244191555264,"New9MinuteSession2315, New9MinuteSession23102, New9MinuteSession2348, "
120,S23_U02CH3RecordedFromReplay32,0,0,True,4.164507483466863,"New9MinuteSession2312, New9MinuteSession2311, New9MinuteSession2388, "
121,S23_U02CH3RecordedFromReplay33,0,0,True,3.998898896745585,"New9MinuteSession2360, New9MinuteSession2312, New9MinuteSession2311, "
122,S23_U02CH3RecordedFromReplay34,0,0,True,3.856298597708108,"New9MinuteSession2385, New9MinuteSession2380, New9MinuteSession2356, "
123,S23_U02CH3RecordedFromReplay35,0,0,True,3.7704839479232604,"ZoomLecture21144509202099, ZoomLecture21144509202070, New9MinuteSession2385, "
124,S23_U02CH3RecordedFromReplay36,0,0,True,4.007855072035469,"New9MinuteSession2388, New9MinuteSession2380, friends16bit-89, "
125,S23_U02CH3RecordedFromReplay37,0,0,True,4.047755092786595,"ZoomLecture21144509202011, friends16bit-10, New9MinuteSession2327, "
126,S23_U02CH3RecordedFromReplay38,0,0,True,3.897312169936917,"New9MinuteSession2385, New9MinuteSession2380, New9MinuteSession2360, "
127,S23_U02CH3RecordedFromReplay39,0,0,True,4.090031701787619,"New9MinuteSession2326, New9MinuteSession2329, New9MinuteSession2371, "
128,S23_U02CH3RecordedFromReplay4,0,1,False,3.880125350114178,"friends16bit-97, ZoomLecture21144509202026, JOERA-5, "
129,S23_U02CH3RecordedFromReplay40,0,0,True,4.702225951542719,"New9MinuteSession2331, New9MinuteSession239, New9MinuteSession2351, "
130,S23_U02CH3RecordedFromReplay41,0,0,True,3.7145150619797747,"ZoomLecture2114450920206, New9MinuteSession2380, New9MinuteSession2368, "
131,S23_U02CH3RecordedFromReplay42,0,0,True,4.194047139563752,"New9MinuteSession23105, New9MinuteSession23101, New9MinuteSession2315, "
132,S23_U02CH3RecordedFromReplay43,0,0,True,3.856107703133638,"New9MinuteSession2379, New9MinuteSession2377, New9MinuteSession2388, "
133,S23_U02CH3RecordedFromReplay44,0,0,True,4.1215789994616365,"friends16bit-108, New9MinuteSession2360, New9MinuteSession23102, "
134,S23_U02CH3RecordedFromReplay45,0,0,True,4.069079878022009,"New9MinuteSession23100, New9MinuteSession2360, ZoomLecture21144509202038, "
135,S23_U02CH3RecordedFromReplay46,0,0,True,3.6526324130968453,"New9MinuteSession23100, New9MinuteSession234, New9MinuteSession2316, "
136,S23_U02CH3RecordedFromReplay47,0,0,True,3.9193725845027227,"ZoomLecture21144509202092, ZoomLecture21144509202079, ZoomLecture211445092020108, "
137,S23_U02CH3RecordedFromReplay48,0,0,True,4.169706094593269,"New9MinuteSession2365, New9MinuteSession2346, New9MinuteSession23101, "
138,S23_U02CH3RecordedFromReplay49,0,0,True,3.951515614985354,"New9MinuteSession23105, New9MinuteSession235, New9MinuteSession2394, "
139,S23_U02CH3RecordedFromReplay5,0,0,True,3.585715020898842,"New9MinuteSession2322, ZoomLecture2114450920206, ZoomLecture21144509202055, "
140,S23_U02CH3RecordedFromReplay50,0,0,True,4.08845847421873,"New9MinuteSession2331, New9MinuteSession238, New9MinuteSession23101, "
141,S23_U02CH3RecordedFromReplay51,0,0,True,4.5309754826386035,"ZoomLecture21144509202017, New9MinuteSession2331, New9MinuteSession2338, "
142,S23_U02CH3RecordedFromReplay52,0,0,True,4.225594104725561,"ZoomLecture21144509202022, New9MinuteSession23101, New9MinuteSession2310, "
143,S23_U02CH3RecordedFromReplay53,0,1,False,4.27554719618281,"JOERA-117, New9MinuteSession2399, friends16bit-108, "
144,S23_U02CH3RecordedFromReplay54,0,1,False,3.9088876839640148,"friends16bit-97, friends16bit-176, New9MinuteSession2312, "
145,S23_U02CH3RecordedFromReplay55,0,0,True,4.190015059836343,"New9MinuteSession2349, New9MinuteSession2399, New9MinuteSession235, "
146,S23_U02CH3RecordedFromReplay56,0,0,True,3.9247006877697017,"New9MinuteSession2379, New9MinuteSession2380, New9MinuteSession2368, "
147,S23_U02CH3RecordedFromReplay57,0,0,True,4.232116717854327,"New9MinuteSession2327, ZoomLecture21144509202025, New9MinuteSession2331, "
148,S23_U02CH3RecordedFromReplay58,0,0,True,3.7489253619332548,"New9MinuteSession2371, New9MinuteSession2329, New9MinuteSession2315, "
149,S23_U02CH3RecordedFromReplay59,0,0,True,3.8393080661315455,"New9MinuteSession2317, New9MinuteSession2380, New9MinuteSession2368, "
150,S23_U02CH3RecordedFromReplay6,0,1,False,4.245390787112019,"friends16bit-10, friends16bit-159, ZoomLecture21144509202017, "
151,S23_U02CH3RecordedFromReplay60,0,0,True,3.9590563022340133,"New9MinuteSession2380, New9MinuteSession2385, New9MinuteSession2379, "
152,S23_U02CH3RecordedFromReplay61,0,0,True,4.414339503939978,"New9MinuteSession2388, New9MinuteSession2380, New9MinuteSession2379, "
153,S23_U02CH3RecordedFromReplay62,0,0,True,4.065625041436217,"New9MinuteSession2322, New9MinuteSession2339, ZoomLecture21144509202012, "
154,S23_U02CH3RecordedFromReplay63,0,0,True,3.971898427845492,"New9MinuteSession23105, New9MinuteSession2315, New9MinuteSession2310, "
155,S23_U02CH3RecordedFromReplay64,0,0,True,3.8980918967166915,"New9MinuteSession2322, friends16bit-97, New9MinuteSession2339, "
156,S23_U02CH3RecordedFromReplay65,0,0,True,4.136252635685149,"New9MinuteSession2327, New9MinuteSession23101, ZoomLecture21144509202011, "
157,S23_U02CH3RecordedFromReplay66,0,0,True,4.293684589165213,"New9MinuteSession2327, ZoomLecture21144509202011, friends16bit-70, "
158,S23_U02CH3RecordedFromReplay67,0,0,True,3.7615763606696015,"New9MinuteSession2325, New9MinuteSession2388, New9MinuteSession2357, "
159,S23_U02CH3RecordedFromReplay68,0,0,True,4.093458137609447,"ZoomLecture21144509202027, friends16bit-176, New9MinuteSession2389, "
160,S23_U02CH3RecordedFromReplay69,0,1,False,4.357573610420753,"friends16bit-10, friends16bit-60, friends16bit-70, "
161,S23_U02CH3RecordedFromReplay7,0,0,True,3.9303016506534267,"friends16bit-97, ZoomLecture21144509202027, ZoomLecture21144509202011, "
162,S23_U02CH3RecordedFromReplay70,0,0,True,3.87000437371943,"New9MinuteSession2354, New9MinuteSession2396, New9MinuteSession2319, "
163,S23_U02CH3RecordedFromReplay71,0,0,True,3.7282991105996945,"New9MinuteSession2329, New9MinuteSession23105, New9MinuteSession2348, "
164,S23_U02CH3RecordedFromReplay72,0,0,True,4.077693860493931,"New9MinuteSession23101, New9MinuteSession2338, New9MinuteSession2333, "
165,S23_U02CH3RecordedFromReplay73,0,0,True,4.185886706105047,"ZoomLecture21144509202024, New9MinuteSession239, New9MinuteSession2331, "
166,S23_U02CH3RecordedFromReplay74,0,0,True,4.022846494177772,"ZoomLecture21144509202025, ZoomLecture21144509202011, New9MinuteSession2327, "
167,S23_U02CH3RecordedFromReplay75,0,0,True,4.600174083919034,"friends16bit-60, New9MinuteSession2331, New9MinuteSession2334, "
168,S23_U02CH3RecordedFromReplay76,0,0,True,3.95860324638153,"New9MinuteSession2327, ZoomLecture21144509202038, New9MinuteSession2333, "
169,S23_U02CH3RecordedFromReplay77,0,0,True,4.024326729117009,"New9MinuteSession2335, New9MinuteSession2338, New9MinuteSession2332, "
170,S23_U02CH3RecordedFromReplay78,0,0,True,4.256572787442167,"New9MinuteSession2327, New9MinuteSession2331, New9MinuteSession2332, "
171,S23_U02CH3RecordedFromReplay79,0,0,True,3.689463364958743,"New9MinuteSession2368, New9MinuteSession2361, New9MinuteSession2357, "
172,S23_U02CH3RecordedFromReplay8,0,0,True,4.1028185259565015,"friends16bit-57, New9MinuteSession2325, New9MinuteSession2328, "
173,S23_U02CH3RecordedFromReplay80,0,0,True,4.014192299466642,"New9MinuteSession2357, friends16bit-178, New9MinuteSession2334, "
174,S23_U02CH3RecordedFromReplay81,0,0,True,4.321492422239436,"ZoomLecture21144509202025, ZoomLecture211445092020102, friends16bit-159, "
175,S23_U02CH3RecordedFromReplay82,0,0,True,3.758019781778009,"New9MinuteSession2312, New9MinuteSession2311, New9MinuteSession2396, "
176,S23_U02CH3RecordedFromReplay83,0,1,False,4.16556240932838,"friends16bit-5, friends16bit-146, friends16bit-133, "
177,S23_U02CH3RecordedFromReplay84,0,0,True,3.772528239180389,"New9MinuteSession2368, New9MinuteSession2322, New9MinuteSession2358, "
178,S23_U02CH3RecordedFromReplay85,0,1,False,4.35136267640244,"New9MinuteSession2343, friends16bit-10, friends16bit-60, "
179,S23_U02CH3RecordedFromReplay86,0,0,True,4.218358247229994,"New9MinuteSession2338, New9MinuteSession2369, New9MinuteSession2333, "
180,S23_U02CH3RecordedFromReplay87,0,1,False,4.222750539788364,"New9MinuteSession2345, friends16bit-108, friends16bit-27, "
181,S23_U02CH3RecordedFromReplay88,0,0,True,4.789930464506625,"ZoomLecture21144509202094, ZoomLecture21144509202025, bookReading7mins46, "
182,S23_U02CH3RecordedFromReplay89,0,0,True,3.91384514208652,"New9MinuteSession23100, New9MinuteSession2360, New9MinuteSession23102, "
183,S23_U02CH3RecordedFromReplay9,0,0,True,4.242956887072968,"ZoomLecture21144509202060, New9MinuteSession2345, ZoomLecture21144509202094, "
184,S23_U02CH3RecordedFromReplay90,0,0,True,3.7776324565606014,"ZoomLecture21144509202071, ZoomLecture21144509202070, New9MinuteSession2348, "
185,S23_U02CH3RecordedFromReplay91,0,0,True,4.079267344603943,"ZoomLecture211445092020113, JOERA-21, New9MinuteSession2310, "
186,S23_U02CH3RecordedFromReplay92,0,1,False,4.211119640466356,"friends16bit-15, friends16bit-33, friends16bit-48, "
187,S23_U02CH3RecordedFromReplay93,0,0,True,4.0826436840821865,"New9MinuteSession23101, ZoomLecture21144509202060, ZoomLecture211445092020102, "
188,S23_U02CH3RecordedFromReplay94,0,0,True,4.102015398852781,"New9MinuteSession2331, New9MinuteSession23101, New9MinuteSession2335, "
189,S23_U02CH3RecordedFromReplay95,0,1,False,4.444396634767803,"friends16bit-78, New9MinuteSession2343, JOERA-95, "
190,S23_U02CH3RecordedFromReplay96,0,0,True,3.7668106281328857,"New9MinuteSession2310, New9MinuteSession23102, New9MinuteSession237, "
191,S23_U02CH3RecordedFromReplay97,0,0,True,3.826822375254338,"New9MinuteSession2385, New9MinuteSession2380, ZoomLecture2114450920206, "
192,S23_U02CH3RecordedFromReplay98,0,0,True,3.782976134568625,"New9MinuteSession2315, New9MinuteSession23102, New9MinuteSession23105, "
193,S23_U02CH3RecordedFromReplay99,0,0,True,3.8395900262131857,"friends16bit-59, ZoomLecture2114450920206, ZoomLecture21144509202011, "
